30 30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,0,26,26,2,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,31,14,11,11,13,2,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,0,1,14,11,11,11,11,13,32,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,31,14,11,3,4,11,11,11,11,13,32,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,10,11,3,22,25,11,3,4,11,11,12,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,10,11,13,1,14,11,12,41,4,11,12,37,36,43,38,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,41,4,11,11,11,11,24,38,25,11,24,48,30,30,47,38,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,20,4,11,11,11,13,23,14,11,12,30,30,30,30,47,38,30,30,31,26,26,2,30,30,30,30
30,30,30,30,30,41,16,4,11,11,11,3,21,42,30,30,30,30,0,23,26,1,14,11,11,13,1,32,30,30
30,30,30,30,30,30,30,41,21,33,21,42,30,30,30,30,30,30,41,4,11,11,11,11,11,11,11,12,30,30
30,30,30,30,30,30,30,37,43,48,30,30,30,30,30,30,30,30,30,10,11,11,3,16,4,11,11,12,30,30
30,30,30,30,30,30,30,44,30,30,30,30,30,30,30,30,30,30,31,14,11,3,22,30,41,4,11,13,32,30
30,30,30,30,30,30,30,35,30,30,30,30,30,30,30,30,30,30,20,4,11,15,30,37,36,34,11,11,12,30
30,30,30,30,30,30,31,23,32,30,30,30,30,30,30,30,30,30,30,10,11,13,32,45,31,14,11,3,42,30
30,30,30,30,0,1,14,11,15,30,30,30,30,30,30,30,30,30,30,41,4,11,13,23,14,11,11,12,30,30
30,30,30,31,14,11,11,11,12,30,30,30,30,30,30,30,30,30,30,0,14,11,11,11,11,3,21,42,30,30
30,30,30,25,3,16,21,4,13,32,30,30,30,30,30,30,30,30,30,10,11,3,4,11,11,12,30,30,30,30
30,30,30,10,12,30,30,25,11,13,1,26,1,32,30,30,30,30,37,34,3,22,41,21,33,42,30,30,30,30
30,30,30,25,13,1,26,14,11,11,11,11,11,13,26,32,37,36,48,41,42,30,30,37,48,30,30,30,30,30
30,30,30,20,4,11,11,11,11,11,11,3,4,11,11,24,48,30,30,30,30,30,30,35,30,30,30,30,30,30
30,30,30,30,41,21,4,11,11,11,3,22,25,11,11,12,30,30,30,30,30,30,30,47,38,30,30,30,30,30
30,30,30,30,30,30,41,4,11,11,13,1,14,11,11,13,32,30,30,30,30,30,31,26,23,2,30,30,30,30
30,30,30,30,30,30,30,41,4,11,11,11,11,11,11,11,12,30,30,30,30,30,20,4,3,42,30,30,30,30
30,30,30,30,30,30,30,30,41,21,21,4,11,11,11,11,12,30,30,30,30,30,30,41,22,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,41,21,21,21,33,42,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,44,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,37,36,48,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,35,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
