30 30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,0,1,1,26,2,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,0,14,11,11,11,13,1,2,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,0,14,11,11,3,4,11,11,13,2,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,25,11,11,3,22,41,11,11,11,13,32,37,43,43,43,38,30,30,31,1,2,30,30,30,30,30
30,30,30,0,14,11,11,12,30,30,41,4,11,11,24,48,30,30,31,23,26,1,14,11,13,1,2,30,30,30
30,30,30,41,4,11,11,12,31,32,30,25,11,11,15,30,30,30,41,4,11,11,11,11,11,11,12,30,30,30
30,30,30,30,10,11,11,15,10,13,26,14,11,11,12,30,30,30,30,25,11,11,3,16,21,4,12,30,30,30
30,30,30,30,25,11,11,12,41,4,11,11,11,3,42,30,30,30,30,10,11,11,12,30,30,10,13,2,30,30
30,30,30,30,10,11,11,13,1,14,11,11,11,15,30,30,30,30,30,10,11,11,13,26,1,14,3,42,30,30
30,30,30,30,41,4,11,11,11,11,11,11,3,42,30,30,30,30,0,14,11,11,11,11,11,11,12,30,30,30
30,30,30,30,30,41,4,11,11,11,11,11,15,30,30,30,30,0,14,11,11,3,4,11,11,11,12,30,30,30
30,30,30,30,30,30,20,4,11,3,21,4,24,38,30,31,1,14,11,11,3,22,41,4,11,11,12,30,30,30
30,30,30,30,30,30,30,41,21,42,30,20,42,47,43,34,11,11,11,11,15,30,30,10,11,3,42,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,4,11,11,11,12,30,31,14,3,42,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,41,4,11,11,13,26,14,11,12,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,41,21,4,11,11,3,4,12,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,41,4,11,13,14,12,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,41,21,33,21,42,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,45,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,47,38,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,44,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,45,30,30,30,30,30,30
