30 30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,31,2,30,30,30,30,30,31,1,1,1,32,30,30,30,30,30,30,30
30,30,30,30,30,30,31,1,1,1,1,14,13,1,1,1,1,1,14,11,11,11,13,1,32,30,30,30,30,30
30,30,31,1,1,1,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,32,30,30,30,30
30,0,14,11,11,11,11,11,11,3,21,21,21,4,11,11,11,11,11,11,11,3,21,4,11,13,32,30,30,30
30,10,11,11,11,11,11,11,3,42,30,30,30,41,4,11,11,11,11,11,3,42,30,20,4,11,12,30,30,30
30,20,4,11,11,11,11,11,12,30,30,30,30,30,41,4,11,11,11,11,12,30,30,30,10,11,12,30,30,30
30,30,41,4,11,11,11,3,42,30,30,30,30,30,30,41,4,11,11,11,13,32,30,30,10,11,12,30,30,30
30,30,30,25,11,11,3,42,30,30,30,30,30,30,30,30,41,4,11,11,11,13,32,30,10,11,12,30,30,30
30,30,31,14,11,11,12,30,30,30,31,26,32,30,30,30,30,10,11,11,11,11,13,1,14,11,12,30,30,30
30,30,10,11,11,3,42,30,30,30,25,11,13,32,30,30,30,10,11,11,11,11,11,11,11,11,12,30,30,30
30,30,10,11,11,12,30,30,30,30,10,11,11,12,30,30,30,41,4,11,11,11,11,11,11,11,12,30,30,30
30,30,10,11,11,12,30,30,30,30,41,11,11,15,30,30,30,30,10,11,11,11,11,11,11,11,12,30,30,30
30,30,10,11,11,12,30,30,30,30,30,41,33,22,30,30,30,30,41,4,11,11,11,11,11,3,42,30,30,30
30,31,14,11,11,13,32,30,30,30,30,30,47,36,38,30,30,30,30,10,11,11,11,3,21,42,30,30,30,30
30,10,11,11,11,11,13,1,1,1,32,30,30,30,35,30,30,30,30,10,11,11,11,12,30,30,30,30,30,30
30,10,11,3,21,21,4,11,11,11,12,30,30,30,44,30,30,30,30,41,4,11,11,12,30,30,30,30,30,30
30,10,11,15,30,30,41,4,11,11,13,2,30,30,44,30,30,30,30,30,10,11,11,12,30,30,30,30,30,30
30,10,11,12,30,30,30,25,11,11,11,13,2,30,45,30,30,30,30,30,10,11,11,13,32,30,30,30,30,30
30,10,11,13,32,30,30,10,11,11,11,11,24,43,48,30,30,30,31,1,14,11,11,11,13,32,30,30,30,30
30,10,11,11,13,26,1,14,11,11,11,3,42,30,30,30,30,31,14,11,11,11,11,11,11,13,1,32,30,30
30,41,4,11,11,11,11,11,11,11,11,12,30,30,30,30,31,14,11,11,11,11,11,11,11,11,11,12,30,30
30,30,41,21,4,11,11,11,11,11,11,13,32,30,31,1,14,11,11,11,11,11,11,11,11,11,11,12,30,30
30,30,30,30,41,4,11,11,11,11,11,11,13,1,14,11,3,21,4,11,11,3,16,21,4,11,3,42,30,30
30,30,30,30,30,41,4,11,11,11,3,4,11,3,21,21,42,30,10,11,11,15,30,30,10,11,15,30,30,30
30,30,30,30,30,30,41,21,33,21,42,20,21,42,30,30,30,30,41,4,11,13,1,1,14,11,12,30,30,30
30,30,30,30,30,30,30,30,44,30,30,30,30,30,30,30,30,30,30,41,21,21,21,4,11,3,42,30,30,30
30,30,30,30,30,30,37,36,48,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,21,42,30,30,30,30
30,30,30,30,30,30,35,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
