30 30
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,0,2,6,6,6,6,6,0,1,1,1,2,6,6,6,6,6,6,6
6,6,6,6,6,6,0,1,1,1,1,14,13,1,1,1,1,1,14,11,11,11,13,1,2,6,6,6,6,6
6,6,0,1,1,1,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,1,2,6,6,6
6,0,14,7,7,11,11,11,11,3,21,21,21,4,11,11,11,11,11,11,11,11,11,11,11,11,12,6,6,6
6,10,11,11,11,11,11,11,3,22,6,6,6,10,11,11,11,11,11,11,11,11,11,11,11,11,12,6,6,6
6,20,4,11,11,11,11,11,12,6,6,6,6,10,11,11,7,7,11,7,7,11,7,7,11,11,12,6,6,6
6,6,10,11,11,11,11,3,22,6,6,6,6,10,11,11,11,11,11,11,11,11,11,11,11,11,12,6,6,6
6,6,10,11,11,11,3,22,6,6,6,6,0,14,11,11,11,7,11,7,11,11,11,7,11,11,12,6,6,6
6,6,10,11,11,11,12,6,6,6,6,6,10,11,11,11,11,11,11,11,11,11,11,11,11,11,12,6,6,6
6,0,14,11,11,3,22,6,6,6,6,6,10,11,11,11,11,11,11,11,7,11,11,11,11,11,12,6,6,6
6,10,11,11,11,12,6,6,6,6,6,6,10,11,11,11,7,11,7,11,11,11,7,11,7,11,12,6,6,6
6,10,11,11,11,12,6,6,6,6,6,6,20,4,11,11,11,11,11,11,11,11,11,11,11,11,12,6,6,6
6,10,11,11,11,12,6,6,6,6,6,6,6,20,4,11,11,11,11,11,11,11,11,11,11,3,22,6,6,6
6,10,11,11,11,12,6,6,6,6,6,6,6,6,20,21,4,5,11,11,11,11,11,3,21,22,6,6,6,6
6,10,11,11,11,13,1,1,1,1,2,6,6,6,6,6,20,21,4,11,11,11,11,12,6,6,6,6,6,6
6,10,11,11,11,11,11,11,11,11,12,6,6,6,6,6,6,6,20,21,4,11,11,12,6,6,6,6,6,6
6,10,11,11,11,11,11,7,11,11,13,2,6,6,6,6,6,6,6,6,10,11,11,12,6,6,6,6,6,6
6,10,11,7,11,11,11,11,11,11,11,13,2,6,6,6,6,6,6,6,10,11,11,13,2,6,6,6,6,6
6,10,11,11,11,11,11,7,11,11,11,11,12,6,6,6,6,6,0,1,14,11,11,11,13,2,6,6,6,6
6,10,11,11,11,7,11,11,11,11,11,3,22,6,6,6,6,0,14,11,11,11,11,11,11,13,1,2,6,6
6,20,4,11,11,11,11,11,11,7,11,12,6,6,6,6,0,14,11,11,11,11,7,11,11,11,11,13,2,6
6,6,20,21,4,11,7,11,11,11,11,12,6,6,0,1,14,11,11,11,11,11,11,11,11,11,7,11,12,6
6,6,6,6,20,4,11,11,11,11,11,13,1,1,14,11,3,21,4,11,7,11,11,11,7,11,11,11,12,6
6,6,6,6,6,20,4,11,11,11,11,11,11,3,21,21,22,6,10,11,11,11,11,11,11,11,11,11,12,6
6,6,6,6,6,6,20,4,11,3,21,21,21,22,6,6,6,6,20,4,11,11,7,11,11,7,3,21,22,6
6,6,6,6,6,6,6,10,11,12,6,6,6,6,6,6,6,6,6,20,21,21,21,4,11,3,22,6,6,6
6,6,6,6,6,6,6,10,11,12,6,6,6,6,6,6,6,6,6,6,6,6,6,20,21,22,6,6,6,6
6,6,6,6,6,6,6,20,21,22,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
